pair_idx,scene_name,sequence_name,split_a,split_b,rel_a,rel_b,yaw_diff_deg,pitch_diff_deg,geodesic_rot_deg,baseline,rot_err_deg,trans_dir_err_deg
2460,GreatCourt,,test,train,GreatCourt/seq1/frame00038.png,GreatCourt/seq3/frame00516.png,50.21719,3.294305,50.324402,0.707494,2.2655561431660978,57.664324915371196
2461,GreatCourt,,test,train,GreatCourt/seq1/frame00039.png,GreatCourt/seq5/frame00264.png,50.531678,1.568219,50.610022,0.691088,1.4210050345866563,33.77748087848158
2466,GreatCourt,,train,train,GreatCourt/seq5/frame00202.png,GreatCourt/seq3/frame00200.png,50.536612,0.842373,50.791487,0.587689,15.047321612528798,27.115020411429036
2467,StMarysChurch,,test,train,StMarysChurch/seq5/frame00043.png,StMarysChurch/seq6/frame00017.png,50.345889,2.89735,50.785101,0.31897,3.2012817613125915,27.843696212134112
2469,GreatCourt,,train,train,GreatCourt/seq5/frame00351.png,GreatCourt/seq3/frame00336.png,50.320662,3.262565,51.443237,0.326925,1.4408235487692433,54.95497068755468
2470,GreatCourt,,test,train,GreatCourt/seq1/frame00091.png,GreatCourt/seq3/frame00236.png,50.534518,6.575272,51.307536,0.816284,0.9754038964950515,17.546535497233624
2473,GreatCourt,,train,train,GreatCourt/seq5/frame00350.png,GreatCourt/seq3/frame00337.png,50.692359,2.71515,51.398599,0.139662,5.195792417554942,78.9069000773546
2474,GreatCourt,,train,train,GreatCourt/seq5/frame00583.png,GreatCourt/seq3/frame00145.png,52.094663,2.772636,52.500644,0.672732,167.5283165306282,67.55196281100609
2475,GreatCourt,,test,train,GreatCourt/seq4/frame00045.png,GreatCourt/seq3/frame00482.png,52.680655,0.509193,52.965245,0.533556,89.01074188377945,69.06102007922118
2476,GreatCourt,,train,train,GreatCourt/seq2/frame00106.png,GreatCourt/seq5/frame00265.png,52.537973,5.270672,52.785948,0.726556,2.9724195232089667,44.81210905906959
2477,GreatCourt,,train,test,GreatCourt/seq5/frame00315.png,GreatCourt/seq1/frame00243.png,51.259868,4.074963,52.211368,0.726866,6.617522208907989,79.50162923660089
2478,GreatCourt,,test,train,GreatCourt/seq1/frame00404.png,GreatCourt/seq5/frame00201.png,52.106309,4.63518,52.600385,0.506505,7.456919274992717,19.731714875443288
2479,GreatCourt,,test,train,GreatCourt/seq4/frame00128.png,GreatCourt/seq2/frame00233.png,51.681134,0.122507,52.457011,0.79759,6.708109580621585,12.124956117424484
2480,GreatCourt,,test,train,GreatCourt/seq1/frame00109.png,GreatCourt/seq3/frame00255.png,51.821265,3.911374,52.032056,0.729228,5.230987956958777,33.13992827070033
2481,GreatCourt,,train,train,GreatCourt/seq5/frame00255.png,GreatCourt/seq3/frame00507.png,52.092951,5.829721,52.890724,0.720356,52.89072437632687,180.0
2482,GreatCourt,,train,train,GreatCourt/seq5/frame00300.png,GreatCourt/seq3/frame00540.png,51.794372,5.92167,52.14123,0.477582,45.61368559968071,30.790567285454593
2483,GreatCourt,,test,train,GreatCourt/seq1/frame00405.png,GreatCourt/seq5/frame00201.png,52.340517,4.614115,52.798189,0.746863,52.798189052159145,180.0
2484,GreatCourt,,test,test,GreatCourt/seq4/frame00130.png,GreatCourt/seq1/frame00168.png,53.369217,1.387904,53.788148,0.647235,3.719127829464401,5.168569372576207
2486,GreatCourt,,train,test,GreatCourt/seq5/frame00318.png,GreatCourt/seq1/frame00240.png,52.932314,6.026348,53.288706,0.450922,6.703424526148451,85.52737396108239
2488,StMarysChurch,,test,train,StMarysChurch/seq5/frame00045.png,StMarysChurch/seq6/frame00015.png,52.807055,5.072838,53.070224,0.678598,1.2928430915628177,10.246003597342186
2489,GreatCourt,,train,train,GreatCourt/seq3/frame00190.png,GreatCourt/seq5/frame00191.png,53.830192,0.935046,53.837908,0.700154,152.6104197950712,31.56920105815422
2491,GreatCourt,,train,train,GreatCourt/seq2/frame00106.png,GreatCourt/seq5/frame00266.png,53.298465,4.819289,53.504419,0.745476,2.1287451845873795,42.68680679437341
2492,GreatCourt,,test,train,GreatCourt/seq4/frame00128.png,GreatCourt/seq2/frame00234.png,53.065522,1.133779,53.431301,0.855764,8.423055632881264,78.61546067117598
2493,GreatCourt,,test,test,GreatCourt/seq4/frame00128.png,GreatCourt/seq1/frame00168.png,53.15442,1.316968,53.667871,0.645064,2.3433570180020897,14.974571666804138
2496,StMarysChurch,,train,train,StMarysChurch/seq10/frame00046.png,StMarysChurch/seq4/frame00105.png,50.861199,16.25279,54.840982,0.547372,2.0572420166792407,79.17886262599534
2497,GreatCourt,,train,test,GreatCourt/seq5/frame00316.png,GreatCourt/seq1/frame00243.png,54.417161,3.124972,54.947865,0.65869,162.46825421733863,87.98854519124023
2498,StMarysChurch,,test,train,StMarysChurch/seq5/frame00023.png,StMarysChurch/seq1/frame00219.png,53.505866,5.292849,54.955912,0.447813,4.841369809673942,40.954128647281095
2500,GreatCourt,,train,train,GreatCourt/seq2/frame00078.png,GreatCourt/seq3/frame00541.png,55.18242,2.70183,55.800484,0.771583,64.40985377656521,59.829557927921506
2501,StMarysChurch,,test,train,StMarysChurch/seq13/frame00261.png,StMarysChurch/seq12/frame00163.png,51.071018,16.178434,55.307404,0.086601,10.445322008689956,47.34520540789864
2502,GreatCourt,,test,train,GreatCourt/seq1/frame00111.png,GreatCourt/seq3/frame00255.png,54.832467,6.296647,55.281624,0.630292,0.9898321815302407,39.86526442579245
2503,StMarysChurch,,test,train,StMarysChurch/seq5/frame00044.png,StMarysChurch/seq6/frame00015.png,55.225969,6.608929,55.839374,0.684531,0.7265169743720622,8.314655238436005
2504,GreatCourt,,train,train,GreatCourt/seq2/frame00104.png,GreatCourt/seq5/frame00267.png,54.811992,5.051717,55.03112,0.686079,3.3280201897169674,22.05845575268081
2505,GreatCourt,,train,train,GreatCourt/seq2/frame00104.png,GreatCourt/seq5/frame00266.png,55.509047,2.589725,55.566748,0.636861,2.3148519446410596,0.9305936493912993
2506,GreatCourt,,test,test,GreatCourt/seq4/frame00129.png,GreatCourt/seq1/frame00168.png,54.952745,1.033302,55.416145,0.321065,4.816174337460981,29.470804203525276
2507,GreatCourt,,train,train,GreatCourt/seq5/frame00355.png,GreatCourt/seq3/frame00588.png,54.461773,5.925094,55.06232,0.74723,4.852699619310659,18.135383237959257
2508,GreatCourt,,test,train,GreatCourt/seq1/frame00038.png,GreatCourt/seq5/frame00265.png,55.898136,0.125433,55.973504,0.693989,2.7198349001707594,72.57355467046034
2509,GreatCourt,,train,train,GreatCourt/seq5/frame00316.png,GreatCourt/seq3/frame00370.png,56.008194,0.002493,56.696133,0.447629,56.69613291848323,180.0
2510,GreatCourt,,train,train,GreatCourt/seq5/frame00584.png,GreatCourt/seq3/frame00147.png,56.155453,3.761001,56.745336,0.39144,179.0669249210331,63.66232827067546
2511,StMarysChurch,,train,train,StMarysChurch/seq10/frame00046.png,StMarysChurch/seq4/frame00106.png,51.541693,17.449419,56.141378,0.630249,1.120280702241402,63.93930298793745
2512,GreatCourt,seq5,train,train,GreatCourt/seq5/frame00364.png,GreatCourt/seq5/frame00366.png,54.733737,6.452352,56.444983,0.356004,2.7763127053733525,47.64789492817059
2513,StMarysChurch,,test,train,StMarysChurch/seq13/frame00050.png,StMarysChurch/seq4/frame00062.png,50.852954,19.938287,56.246041,0.661072,4.958982963561433,26.799948724970246
2514,GreatCourt,,train,train,GreatCourt/seq2/frame00105.png,GreatCourt/seq5/frame00267.png,56.342516,3.316146,56.433696,0.570207,1.384535221472248,7.8218146332689935
2515,GreatCourt,,train,test,GreatCourt/seq5/frame00094.png,GreatCourt/seq1/frame00138.png,56.741752,2.07466,56.864898,0.733684,3.696456364996533,29.490774173860103
2517,GreatCourt,,train,test,GreatCourt/seq5/frame00315.png,GreatCourt/seq1/frame00244.png,55.340265,5.695241,56.26953,0.761858,8.249777054420791,53.3598881160546
2519,GreatCourt,,train,test,GreatCourt/seq5/frame00353.png,GreatCourt/seq1/frame00203.png,56.379577,7.555968,57.172235,0.760034,3.675362909762836,21.4740023789995
2520,GreatCourt,,train,train,GreatCourt/seq5/frame00356.png,GreatCourt/seq3/frame00588.png,56.464621,5.2641,57.271313,0.639605,2.0679043586216843,89.47639477205864
2521,GreatCourt,,train,train,GreatCourt/seq5/frame00364.png,GreatCourt/seq3/frame00321.png,55.773836,13.923037,57.351036,0.867861,55.106701012931595,20.56667112958459
2522,StMarysChurch,,test,train,StMarysChurch/seq13/frame00050.png,StMarysChurch/seq4/frame00061.png,53.061534,19.738262,58.122732,0.15771,3.6141717013865025,82.19111263888252
2523,GreatCourt,,test,train,GreatCourt/seq1/frame00547.png,GreatCourt/seq5/frame00473.png,58.548853,1.101319,58.667007,0.83439,5.762785753372735,52.8005708783992
2524,GreatCourt,,test,test,GreatCourt/seq4/frame00130.png,GreatCourt/seq1/frame00169.png,57.759224,0.183848,58.105729,0.385882,6.316560385321115,52.48278221928405
2525,GreatCourt,,train,train,GreatCourt/seq3/frame00140.png,GreatCourt/seq5/frame00141.png,58.811393,2.181387,58.892153,0.45568,170.02645528416102,63.57213981322766
2526,StMarysChurch,,test,train,StMarysChurch/seq5/frame00043.png,StMarysChurch/seq6/frame00016.png,58.154,1.217933,58.342806,0.677394,5.807946346078806,75.3175573341554
2527,GreatCourt,,test,train,GreatCourt/seq1/frame00193.png,GreatCourt/seq3/frame00323.png,59.209796,2.915845,59.287132,0.826573,11.301060182721148,64.04632736077566
2528,GreatCourt,,train,train,GreatCourt/seq3/frame00318.png,GreatCourt/seq5/frame00368.png,59.341093,0.62804,59.762295,0.437643,5.390029815027401,56.06056186988848
2529,GreatCourt,,train,test,GreatCourt/seq5/frame00358.png,GreatCourt/seq1/frame00196.png,57.837158,11.479391,59.109199,0.728291,5.634904597008012,53.40447570198572
2530,GreatCourt,,train,test,GreatCourt/seq5/frame00354.png,GreatCourt/seq1/frame00202.png,59.825949,6.14688,60.194424,0.505996,5.452248631906276,34.411008572707004
2531,GreatCourt,,train,train,GreatCourt/seq2/frame00083.png,GreatCourt/seq5/frame00294.png,59.293995,7.827415,60.275708,0.836938,2.8243012521689215,70.35078756078038
2532,GreatCourt,,test,train,GreatCourt/seq1/frame00036.png,GreatCourt/seq5/frame00266.png,60.059314,0.928955,60.066304,0.475366,4.645547611463624,17.796747875718456
2533,GreatCourt,seq5,train,train,GreatCourt/seq5/frame00037.png,GreatCourt/seq5/frame00359.png,60.279706,6.227849,60.747921,0.695122,2.937181098467468,58.34721828675828
2534,GreatCourt,,train,train,GreatCourt/seq2/frame00082.png,GreatCourt/seq5/frame00294.png,59.573165,9.256052,60.429116,0.768541,1.0742107653020396,34.791085529046725
2535,GreatCourt,,test,train,GreatCourt/seq4/frame00049.png,GreatCourt/seq3/frame00485.png,60.823324,2.126178,60.868036,0.788725,79.28388306033203,27.60794047869061
2536,GreatCourt,,test,train,GreatCourt/seq1/frame00552.png,GreatCourt/seq5/frame00468.png,59.792952,3.178675,61.027967,0.698428,164.31407226009455,61.307442917249084
2537,StMarysChurch,,train,train,StMarysChurch/seq4/frame00097.png,StMarysChurch/seq10/frame00036.png,56.313047,18.498982,61.278146,0.503499,4.182487289493394,71.42948379105724
2538,GreatCourt,,test,train,GreatCourt/seq1/frame00334.png,GreatCourt/seq3/frame00445.png,61.246575,2.006915,61.281115,0.847361,168.85241968194046,58.8319599670803
2539,GreatCourt,,test,train,GreatCourt/seq1/frame00545.png,GreatCourt/seq5/frame00474.png,60.720668,0.157869,61.397276,0.781626,5.948856468365609,37.5481708775129
2540,GreatCourt,,train,train,GreatCourt/seq3/frame00148.png,GreatCourt/seq5/frame00588.png,61.41501,0.594271,61.513059,0.366946,14.437150473105644,5.993154165318327
2541,StMarysChurch,,test,train,StMarysChurch/seq13/frame00262.png,StMarysChurch/seq12/frame00164.png,57.062571,15.807514,61.071172,0.271815,3.8865691274841674,43.375923565585836
2542,GreatCourt,,train,train,GreatCourt/seq5/frame00353.png,GreatCourt/seq3/frame00334.png,59.824512,6.783218,61.207887,0.600957,61.20788676194772,180.0
2543,GreatCourt,,test,train,GreatCourt/seq1/frame00035.png,GreatCourt/seq5/frame00267.png,62.109864,3.959438,62.225264,0.755677,9.501224052202037,14.477132074907198
2544,GreatCourt,,train,test,GreatCourt/seq3/frame00316.png,GreatCourt/seq1/frame00187.png,61.94401,2.073505,62.14702,0.299717,13.678447057098404,53.702209635134274
2545,GreatCourt,,train,test,GreatCourt/seq5/frame00354.png,GreatCourt/seq1/frame00201.png,62.075978,5.576677,62.740622,0.697552,17.607331269351224,56.69839423597347
2546,GreatCourt,,train,train,GreatCourt/seq5/frame00376.png,GreatCourt/seq3/frame00314.png,60.219238,0.624173,62.443128,0.793217,62.44312765012878,180.0
2547,GreatCourt,,train,train,GreatCourt/seq3/frame00138.png,GreatCourt/seq5/frame00572.png,62.571707,2.405018,62.87633,0.55743,88.31329791740964,49.9394041840903
2548,GreatCourt,,test,train,GreatCourt/seq1/frame00094.png,GreatCourt/seq3/frame00239.png,62.626769,8.308688,63.653911,0.540139,91.31495188391247,65.46490865221743
2549,GreatCourt,,test,train,GreatCourt/seq1/frame00188.png,GreatCourt/seq3/frame00316.png,64.311564,4.238888,64.698003,0.060984,5.583997168563695,83.14018981616967
2550,GreatCourt,,train,test,GreatCourt/seq3/frame00321.png,GreatCourt/seq1/frame00192.png,64.389638,5.85708,64.681382,0.286872,8.800648658473033,5.059647111071335
2551,GreatCourt,seq5,train,train,GreatCourt/seq5/frame00372.png,GreatCourt/seq5/frame00380.png,63.331429,1.892248,64.430362,0.849912,20.66654333381797,21.116400545308842
2552,GreatCourt,,train,train,GreatCourt/seq3/frame00149.png,GreatCourt/seq5/frame00588.png,64.279631,1.405049,64.496055,0.544195,89.93732362302228,18.99647920007698
2553,GreatCourt,,train,train,GreatCourt/seq5/frame00316.png,GreatCourt/seq2/frame00063.png,64.312782,3.189961,64.568872,0.727744,1.3423326690639523,48.66231479396697
2554,GreatCourt,,train,train,GreatCourt/seq5/frame00257.png,GreatCourt/seq3/frame00507.png,63.57501,6.149847,64.444228,0.802367,64.44422802290401,180.0
2555,GreatCourt,,train,train,GreatCourt/seq5/frame00361.png,GreatCourt/seq2/frame00262.png,63.083785,12.500878,64.199809,0.625808,3.9591557866926417,55.1001524674322
2556,GreatCourt,,train,train,GreatCourt/seq5/frame00353.png,GreatCourt/seq3/frame00335.png,63.025593,7.576875,64.077481,0.421842,64.07748106291446,180.0
2557,GreatCourt,,test,train,GreatCourt/seq4/frame00048.png,GreatCourt/seq3/frame00483.png,64.289405,1.455733,64.456262,0.687067,85.20158060023594,55.231106769347164
2558,GreatCourt,,train,test,GreatCourt/seq5/frame00372.png,GreatCourt/seq1/frame00184.png,64.643647,13.395956,65.95048,0.605734,4.675260030948595,36.20901338685071
2559,GreatCourt,,train,train,GreatCourt/seq5/frame00084.png,GreatCourt/seq2/frame00211.png,64.691483,2.652103,65.282934,0.757423,2.3462141105943206,43.10061662411184
2560,StMarysChurch,,train,train,StMarysChurch/seq4/frame00098.png,StMarysChurch/seq10/frame00036.png,61.173883,16.636942,65.821359,0.691671,2.97314418197329,20.96051617433629
2561,GreatCourt,,train,train,GreatCourt/seq5/frame00316.png,GreatCourt/seq3/frame00369.png,64.870105,0.323474,65.517658,0.698458,65.51765826848103,180.0
